Smiles,bond_target
[O:1]=[C:2]([O:3][CH2:4][c:5]1[s:6][cH:7][n:8][cH:9]1)[NH:10][CH:11]([CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH:19]([OH:20])[CH2:21][CH:22]([NH:23][C:24](=[O:25])[CH:26]([NH:27][C:28](=[O:29])[N:30]([CH3:31])[CH2:32][c:33]3[n:34][c:35]([s:36][cH:37]3)[CH:38]([CH3:39])[CH3:40])[CH:41]([CH3:42])[CH3:43])[CH2:44][c:45]4[cH:46][cH:47][cH:48][cH:49][cH:50]4,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][cH:7][c:8]2[c:9]1[CH:10]([O:11][C:12]2([CH3:13])[CH3:14])[CH3:15])[c:16]3[c:17]([Cl:18])[n:19]([n:20][c:21]3[CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[n:1]1[cH:2][cH:3][cH:4][c:5]([cH:6]1)[C:7]2=[N:8][CH2:9][CH2:10][CH2:11][C:12]2=[CH:13][c:14]3[cH:15][cH:16][c:17]([O:18][CH3:19])[cH:20][c:21]3[O:22][CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
[OH:1][c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[O:8][CH3:9])[CH2:10][CH:11]=[CH2:12],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[N:7]3[CH2:8][CH2:9][N:10]([CH3:11])[CH2:12][CH:13]3[c:14]4[cH:15][cH:16][cH:17][cH:18][c:19]4[CH2:20]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][C:4](=[O:5])[C:6]=2[c:7]3[cH:8][n:9]([c:10]4[cH:11][cH:12][cH:13][cH:14][c:15]34)[CH2:16][CH2:17][CH:18]([O:19][CH2:20][CH2:21][n:22]5[cH:23][c:24]([c:25]6[cH:26][cH:27][cH:28][cH:29][c:30]56)[C:31]12)[CH2:32][N:33]([CH3:34])[CH3:35],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[F:1][C:2]([F:3])([F:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([cH:10]1)[CH2:11][CH2:12][CH2:13][NH:14][CH:15]([c:16]2[cH:17][cH:18][cH:19][c:20]3[cH:21][cH:22][cH:23][cH:24][c:25]23)[CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[cH:3][cH:4][c:5]-2[n:6][c:7]3[cH:8][cH:9][c:10]([O:11][CH2:12][CH2:13][CH2:14][CH2:15][CH3:16])[cH:17][c:18]3[o:19][c:20]2[cH:21]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH2:3][CH2:4][CH:5]2[CH:6]3[N:7]([CH3:8])[CH2:9][CH2:10][C:11]24[c:12]5[c:13]([O:14][CH:15]14)[c:16]([OH:17])[cH:18][cH:19][c:20]5[CH2:21]3,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[Cl:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[C:8]2([CH2:9][CH2:10][CH2:11]2)[CH:12]([N:13]([CH3:14])[CH3:15])[CH2:16][CH:17]([CH3:18])[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[OH:1][CH:2]1[CH2:3][CH2:4][CH:5]2[CH:6]3[CH2:7][CH2:8][c:9]4[cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15][c:16]4[CH:17]3[CH2:18][CH2:19][C:20]12[CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][n:5][c:6]2[cH:7][c:8]([O:9][CH2:10][CH2:11][CH2:12][N:13]3[CH2:14][CH2:15][N:16]([CH3:17])[CH2:18][CH2:19]3)[c:20]([O:21][CH3:22])[cH:23][c:24]2[c:25]1[NH:26][c:27]4[cH:28][c:29]([O:30][CH3:31])[c:32]([Cl:33])[cH:34][c:35]4[Cl:36],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]1[CH2:5][CH:6]2[N:7]([CH3:8])[CH:9]([CH2:10][CH2:11][CH2:12]2)[CH2:13]1)[c:14]3[n:15][n:16]([c:17]4[cH:18][cH:19][cH:20][cH:21][c:22]34)[CH3:23],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[OH:1][C:2]1([c:3]2[cH:4][cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10]2)[CH2:11][CH2:12][CH2:13][CH2:14][CH:15]1[CH2:16][NH:17][CH3:18],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[N:1]#[C:2][c:3]1[cH:4][c:5]([Br:6])[cH:7][cH:8][c:9]1[NH:10][C:11](=[O:12])[c:13]2[cH:14][cH:15][c:16]([cH:17][cH:18]2)[CH2:19][P:20](=[O:21])([O:22][CH2:23][CH3:24])[O:25][CH2:26][CH3:27],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[cH:1]1[cH:2][cH:3][c:4]([cH:5][cH:6]1)[CH:7]=[CH:8][CH3:9],"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[S:2](=[O:3])([c:4]1[cH:5][cH:6][cH:7][c:8]([cH:9]1)[CH:10]2[CH2:11][N:12]([CH2:13][CH2:14][CH3:15])[CH2:16][CH2:17][CH2:18]2)[CH3:19],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][CH:4]1[CH2:5][CH2:6][N+:7]([CH3:8])([CH3:9])[CH2:10]1)[C:11]([OH:12])([c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[CH:19]3[CH2:20][CH2:21][CH2:22][CH2:23]3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2]([c:3]1[n:4][c:5](-[c:6]2[cH:7][cH:8][n:9][c:10]([cH:11]2)[NH:12][CH:13]([c:14]3[cH:15][cH:16][cH:17][cH:18][cH:19]3)[CH3:20])[c:21]([nH:22]1)-[c:23]4[cH:24][cH:25][c:26]([F:27])[cH:28][cH:29]4)[CH3:30],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][c:7]([OH:8])[cH:9][cH:10]2)[c:11]3[cH:12][c:13]([Cl:14])[cH:15][cH:16][c:17]3[N:18]([C:19](=[O:20])[CH2:21]1)[CH3:22],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[C:9]([CH3:10])([CH3:11])[CH3:12])[CH2:13][CH2:14][CH2:15][N:16]2[CH2:17][CH2:18][CH:19]([O:20][CH:21]([c:22]3[cH:23][cH:24][cH:25][cH:26][cH:27]3)[c:28]4[cH:29][cH:30][cH:31][cH:32][cH:33]4)[CH2:34][CH2:35]2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([CH2:3][CH3:4])[C:5]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)([c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH2:18][CH:19]([N:20]([CH3:21])[CH3:22])[CH3:23],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH2:4][CH:5]2[CH:6]([O:7][CH:8]3[O:9][CH:10]4[CH2:11][O:12][CH:13]([O:14][CH:15]4[CH:16]([OH:17])[CH:18]3[OH:19])[CH3:20])[c:21]5[cH:22][c:23]6[O:24][CH2:25][O:26][c:27]6[cH:28][c:29]5[CH:30]([c:31]7[cH:32][c:33]([O:34][CH3:35])[c:36]([OH:37])[c:38]([O:39][CH3:40])[cH:41]7)[CH:42]12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH2:3][CH2:4][C:5]2([OH:6])[CH:7]3[N:8]([CH3:9])[CH2:10][CH2:11][C:12]24[c:13]5[c:14]([O:15][CH:16]14)[c:17]([O:18][CH3:19])[cH:20][cH:21][c:22]5[CH2:23]3,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[S:2]([c:3]1[n:4][c:5]2[cH:6][cH:7][cH:8][cH:9][c:10]2[nH:11]1)[CH2:12][c:13]3[n:14][cH:15][cH:16][c:17]([O:18][CH2:19][CH2:20][CH2:21][O:22][CH3:23])[c:24]3[CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[n:1]1[n:2][n:3]([n:4][c:5]1[C:6]2=[CH:7][CH2:8][CH2:9][N:10]([CH3:11])[CH2:12]2)[CH2:13][CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[N:3]([c:4]2[cH:5][cH:6][c:7]([Cl:8])[cH:9][c:10]2[C:11](=[N:12][CH:13]1[OH:14])[c:15]3[cH:16][cH:17][cH:18][cH:19][cH:20]3)[CH3:21],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[O:1]=[C:2]([N:3]([c:4]1[c:5]([cH:6][cH:7][cH:8][c:9]1[CH2:10][CH3:11])[CH3:12])[CH2:13][O:14][CH2:15][CH3:16])[CH2:17][Cl:18],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[CH:3]=[C:4]2[C:5](=[C:6]3[CH:7]([c:8]4[cH:9][cH:10][c:11]([cH:12][cH:13]4)[N:14]([CH3:15])[CH3:16])[CH2:17][C:18]5([CH3:19])[CH:20]([CH2:21][CH2:22][C:23]5([OH:24])[CH:25]=[CH:26][CH2:27][OH:28])[CH:29]3[CH2:30][CH2:31]2)[CH2:32][CH2:33]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]([O:3][C:4]([c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)([CH2:11][c:12]2[cH:13][cH:14][cH:15][cH:16][cH:17]2)[CH:18]([CH3:19])[CH2:20][N:21]([CH3:22])[CH3:23])[CH2:24][CH3:25],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[O:3][CH:4]([C:5](=[CH:6][CH:7]2[CH2:8][CH2:9][CH:10]([OH:11])[CH:12]([O:13][CH3:14])[CH2:15]2)[CH3:16])[CH:17]([CH3:18])[CH:19]([OH:20])[CH2:21][C:22](=[O:23])[CH:24]([CH:25]=[C:26]([CH3:27])[CH2:28][CH:29]([CH3:30])[CH2:31][CH:32]([O:33][CH3:34])[CH:35]3[O:36][C:37]([OH:38])([C:39](=[O:40])[C:41](=[O:42])[N:43]4[CH2:44][CH2:45][CH2:46][CH2:47][CH:48]14)[CH:49]([CH3:50])[CH2:51][CH:52]3[O:53][CH3:54])[CH2:55][CH:56]=[CH2:57],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[N:1]#[C:2][C:3]([c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[c:10]([O:11][CH3:12])[cH:13]1)([CH2:14][CH2:15][CH2:16][NH:17][CH2:18][CH2:19][c:20]2[cH:21][cH:22][c:23]([O:24][CH3:25])[c:26]([O:27][CH3:28])[cH:29]2)[CH:30]([CH3:31])[CH3:32],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]=[C:2]1[NH:3][N:4]=[C:5]([c:6]2[cH:7][cH:8][c:9]3[nH:10][c:11]([n:12][c:13]3[cH:14]2)-[c:15]4[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]4)[CH:23]([CH3:24])[CH2:25]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[O:1]([c:2]1[cH:3][cH:4][c:5]([cH:6][c:7]1[O:8][CH2:9][CH2:10][c:11]2[cH:12][cH:13][cH:14][cH:15][cH:16]2)[CH2:17][CH2:18][N:19]([CH2:20][CH2:21][CH3:22])[CH2:23][CH2:24][CH3:25])[CH3:26],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([NH:3][CH:4]([C:5](=[O:6])[NH:7][CH:8]([CH:9]=[CH:10][S:11](=[O:12])(=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[CH2:20][CH2:21][c:22]2[cH:23][cH:24][cH:25][cH:26][cH:27]2)[CH2:28][c:29]3[cH:30][cH:31][cH:32][cH:33][cH:34]3)[N:35]4[CH2:36][CH2:37][N:38]([CH3:39])[CH2:40][CH2:41]4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
[O:1]=[c:2]1[o:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[cH:10][cH:11]1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[O:1]=[C:2]([NH:3][c:4]1[cH:5][cH:6][c:7]([Cl:8])[c:9]([Cl:10])[cH:11]1)[N:12]([CH3:13])[CH3:14],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
